,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,InformedConsent,Prolific,Overall_knowledge,importance_role,industry_regulations,guidelines,awareness,measures,measures_11_TEXT,report_issue,frequency_informed,review_policies,concern,Confidence,confident_prevent,knowledge,maintain_tools,rank_tools_1,rank_tools_2,rank_tools_3,rank_tools_4,rank_tools_5,antivirus_scans,Considerations,AI_in_cybersecurity,AI usage,ai_accuracy,Bias_security,wrong_identification,Worst_Outcome,Trust in AI,Review_frequency,location_policies,Consequences,Effectiveness,rank_steps_1,rank_steps_2,rank_steps_3,rank_steps_4,rank_steps_5,specialist,it_specialist_increase,it_specialist_solve,improvement_cybersecurity,training,follow_training,frequency_training,relevancy,Knowledge_increase_after_training,implementation,increase_in_effectiveness,familiarity_with_phishing,password_update_frequency,public_networks,Lock_screen,Sensitive_information_on_local,Same_password_multiple_systems,pop_up_frequency,download_unrelated,received_emails_with_link,CIRP_available,dedicated_department_cyberthreat,tests_within_company,notification_protocol,protocols_sharing_info,Age,nationality,Gender,sector,Company Size,department,Years of Experience,questions,PROLIFIC_PID
54,2024-09-30 16:21:03,2024-09-30 16:27:20,IP Address,177.240.138.234,100,376,True,2024-09-30 16:27:20,R_6m8zHbnomuW5nzS,19.7022,-101.1937,anonymous,EN,Yes,60fed3d892fa85f71f759543,Knowledgeable,Moderately important,No,Often,Yes,"Firewalls,Encryption,Two-factor authentication,Data backups,Anti-virus software,Virtual Private Network (VPN),Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,About half the time,Biannually,A lot,A moderate amount,A moderate amount,Somewhat adequate,Monthly,1,2,4,3,5,Monthly,Ease of use,Maybe,I don't know,,,,,,Quarterly,"Yes, but I'm not sure of the exact location",Somewhat familiar,Neutral,5,4,2,1,3,Yes,Yes,Often,Yes,Yes,,Annually,Relevant,Slightly,Sometimes,Yes,Somewhat confident,Annually,"Yes, but only with my personal devices",Rarely,Rarely,No,No,No,Delete the message,I don't know,I don't know,I don't know,I don't know,I don't know,25,Mexican,Female,Media and Entertainment,51-100,Sales & Marketing,less than 1 year,3 - 5 years,60fed3d892fa85f71f759543
55,2024-09-30 16:21:48,2024-09-30 16:27:33,IP Address,89.101.206.185,100,345,True,2024-09-30 16:27:34,R_21n4rPEJaJMXQvE,53.3379,-6.2591,anonymous,EN,Yes,5f861a972534c8146ae39d0e,Knowledgeable,Moderately important,No,Often,Yes,"Firewalls,Encryption,Two-factor authentication,Data backups,Anti-virus software,Employee training,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely unlikely,Sometimes,I don't know,A moderate amount,A little,A moderate amount,Somewhat adequate,Less frequently,3,5,4,2,1,Rarely,Ease of use,Yes,No,,,,,,Once a year,"Yes, but I'm not sure of the exact location",Not very familiar,"Yes, they are somewhat effective",5,4,3,1,2,No,,,,Yes,,,Not very relevant,Slightly,Sometimes,Yes,Somewhat confident,Every few months,"Yes, but only with my personal devices",Often,Often,No,No,No,Delete the message,No,No,Never,No,No,41,Irish,Male,Hotel,100+,Other,more than 10 years,More than 20 years,5f861a972534c8146ae39d0e
56,2024-09-30 16:17:21,2024-09-30 16:27:51,IP Address,41.121.48.96,100,629,True,2024-09-30 16:27:51,R_8d53ksYtWXOhozO,-25.7599,28.2604,anonymous,EN,Yes,60fd27bcb420a9033cc9642b,Knowledgeable,Very important,Yes,Often,Yes,"Firewalls,Encryption,Data backups,Anti-virus software,Password Manager",,Somewhat likely,Most of the time,Quarterly,A lot,A great deal,A lot,Neither adequate nor inadequate,I don't update or maintain them,3,1,2,5,4,Monthly,Accuracy,Maybe,I don't know,,,,,,Quarterly,"Yes, I know exactly where they are",Very familiar,"Yes, they are very effective",5,4,1,2,3,Yes,Yes,Always,Yes,Yes,,Quarterly,Very relevant,Significantly,Always,Yes,Very confident,Every few months,"Yes, but only with my personal devices",Always,Always,No,Yes,No,Ignore,Yes,Yes,Never,I don't know,Yes,23,South Africa ,Female,Finance and Banking,51-100,Finance & Accounting,1-3 years,5 - 10 years,60fd27bcb420a9033cc9642b
57,2024-09-30 16:21:07,2024-09-30 16:28:05,IP Address,37.67.114.214,100,418,True,2024-09-30 16:28:06,R_2h6mdmEY8lqyH23,48.9163,2.3869,anonymous,EN,Yes,60fd3ad24b4ca4993021e35c,Neutral,Very important,Yes,Always,Not sure,"Firewalls,Encryption,Two-factor authentication,Data backups,Anti-virus software,Password Manager",,Extremely likely,Sometimes,Biannually,A moderate amount,A moderate amount,A moderate amount,Somewhat adequate,Less frequently,1,3,2,5,4,Weekly,Ease of use,Maybe,No,,,,,,Every 6 months,"Yes, I know exactly where they are",Very familiar,"Yes, they are somewhat effective",3,5,1,2,4,Yes,Yes,Often,Not sure,Yes,,Annually,Relevant,Moderately,Moderately,Not sure,Somewhat confident,Every few months,"Yes, but only with my personal devices",Always,Sometimes,No,Yes,No,Delete the message,I don't know,I don't know,I don't know,I don't know,I don't know,26,French,Female,Legal Services,26-50,Customer Service & Support,3-5 years,More than 20 years,60fd3ad24b4ca4993021e35c
58,2024-09-30 16:18:24,2024-09-30 16:28:07,IP Address,196.32.248.27,100,583,True,2024-09-30 16:28:08,R_8eyLOR4lfoW2sO1,-29.9056,30.9405,anonymous,EN,Yes,5fa472cf29a8e70f22c5d521,Knowledgeable,Very important,Yes,Always,Yes,"Two-factor authentication,Data backups,Anti-virus software,Employee training,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,Most of the time,Quarterly,A lot,A lot,A lot,Somewhat adequate,Monthly,1,3,4,5,2,Weekly,Accuracy,Maybe,I don't know,,,,,,Quarterly,"Yes, I know exactly where they are",Somewhat familiar,"Yes, they are somewhat effective",5,4,1,2,3,Yes,Yes,Sometimes,Yes,Yes,,Annually,Relevant,Significantly,Always,Yes,Somewhat confident,Only when forced,"Yes, but only with my personal devices",Always,Often,No,No,No,Ignore,I don't know,I don't know,Actively and randomly all the time,Yes,I don't know,25,South African,Female,Education,26-50,IT & Engineering,1-3 years,More than 20 years,5fa472cf29a8e70f22c5d521
59,2024-09-30 16:18:26,2024-09-30 16:28:11,IP Address,193.92.236.198,100,584,True,2024-09-30 16:28:11,R_853YHN5WssLeIg1,37.9842,23.7353,anonymous,EN,Yes,5f5e64f6da1b626ff39959b5,Not very knowledgeable,Moderately important,No,Sometimes,Yes,"Firewalls,Data backups,Anti-virus software",,Somewhat unlikely,Sometimes,Never,A great deal,A moderate amount,A moderate amount,Somewhat adequate,Weekly,2,1,3,5,4,Weekly,Ease of use,Yes,I don't know,,,,,,Never,"No, I've never seen them",Neutral,"No, they are not very effective",4,3,5,1,2,No,,,,No,"Yes, willingly",,,,,Yes,Somewhat confident,Every few months,"Yes, but only with my personal devices",Rarely,Always,Yes,No,Yes,Delete the message,No,No,Never,No,No,37,Greek,Male,Construction and Engineering,2024-01-10 00:00:00,IT & Engineering,5-10 years,10 - 20 years,5f5e64f6da1b626ff39959b5
60,2024-09-30 16:20:26,2024-09-30 16:28:24,IP Address,102.39.200.237,100,477,True,2024-09-30 16:28:24,R_8ESYhuEPgodDwud,-26.2309,28.0583,anonymous,EN,Yes,662001e09212a10799670a56,Not very knowledgeable,Not at all important,I don't know,Rarely,Yes,I don't know,,Extremely likely,About half the time,I don't know,A little,A lot,A lot,Neither adequate nor inadequate,Less frequently,2,4,3,5,1,Weekly,Ease of use,Yes,I don't know,,,,,,Every 6 months,"Yes, but I'm not sure of the exact location",Neutral,"Yes, they are somewhat effective",2,5,1,3,4,Yes,Yes,Often,Not sure,I Don't Know,"Yes, willingly",Never,,,,Yes,Very confident,Every few months,"No, only private networks",Often,Rarely,No,No,No,Ignore,No,No,I don't know,I don't know,I don't know,18,South African,Female,Retail and E-commerce,2024-01-10 00:00:00,Sales & Marketing,1-3 years,1 - 3 years,662001e09212a10799670a56
61,2024-09-30 16:17:20,2024-09-30 16:28:28,IP Address,41.115.124.147,100,668,True,2024-09-30 16:28:29,R_8Y5KWuk2xHJrqWF,-29.8556,31.0449,anonymous,EN,Yes,668b04d3dba1edb497e564ac,Not very knowledgeable,Slightly important,Yes,Sometimes,Yes,"Firewalls,Secure Password (E.g: Pm8QjZF1Dcj2Dmx),I don't know",,Extremely likely,Sometimes,Annually,A little,A moderate amount,A moderate amount,Somewhat adequate,Less frequently,5,4,2,1,3,Monthly,Accuracy,Yes,No,,,,,,Never,"No, I don't know where they are",Not very familiar,Neutral,3,4,5,1,2,Yes,Yes,Often,No,No,"Yes, willingly",Never,,,,Yes,Not very confident,Only when forced,"No, only private networks",Always,Rarely,Yes,Yes,No,Ignore,I don't know,Yes,Never,No,Yes,26,South African,Male,Healthcare and Pharmaceuticals,26-50,Sales & Marketing,less than 1 year,Less than 1 year,668b04d3dba1edb497e564ac
62,2024-09-30 16:16:35,2024-09-30 16:28:30,IP Address,196.39.131.103,100,714,True,2024-09-30 16:28:30,R_8onUy73NyA4J7kx,-26.2309,28.0583,anonymous,EN,Yes,6683fce13af6e5763eed46cd,Neutral,Very important,Yes,Always,Yes,"Encryption,Data backups,Anti-virus software,Employee training,Virtual Private Network (VPN),Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,About half the time,Annually,A lot,A lot,A lot,Somewhat adequate,Monthly,2,3,1,4,5,Monthly,Accuracy,Yes,Yes,A lot,A moderate amount,A little,False positives (i.e. harmless emails being identified as suspicious and being blocked),Recommendations from other businesses,Every 6 months,"Yes, but I'm not sure of the exact location",Somewhat familiar,"Yes, they are somewhat effective",5,2,3,1,4,Yes,Yes,Often,Yes,Yes,,Annually,Very relevant,Moderately,Moderately,Yes,Somewhat confident,Every few months,"Yes, but only with my personal devices",Sometimes,Sometimes,Yes,Yes,No,Ignore,Yes,Yes,Once a year,Yes,Yes,32,Zimbabwean ,Female,Public Relations and Marketing,2024-01-10 00:00:00,Sales & Marketing,3-5 years,5 - 10 years,6683fce13af6e5763eed46cd
63,2024-09-30 16:20:32,2024-09-30 16:28:32,IP Address,79.136.39.6,100,479,True,2024-09-30 16:28:32,R_824PD0CQjV8KKlx,63.8247,20.2559,anonymous,EN,Yes,663637587cc05d2711e00cef,Neutral,Slightly important,I don't know,Often,Yes,"Firewalls,Data backups,Anti-virus software,Virtual Private Network (VPN)",,Somewhat unlikely,Sometimes,I don't know,A lot,A moderate amount,A moderate amount,Somewhat adequate,Less frequently,2,4,3,1,5,Never,Accuracy,No,No,,,,,,Never,"No, I don't know where they are",Not familiar at all,Neutral,1,5,4,2,3,No,,,,No,"Yes, willingly",,,,,Yes,Somewhat confident,Only when forced,"Yes, but only with my personal devices",Rarely,Never,No,No,No,Delete the message,I don't know,No,Never,I don't know,I don't know,45,Swedish,Male,Manufacturing,2024-11-25 00:00:00,Other,5-10 years,More than 20 years,663637587cc05d2711e00cef
64,2024-09-30 16:18:25,2024-09-30 16:28:33,IP Address,90.129.219.180,100,608,True,2024-09-30 16:28:34,R_8dZmodcicFYdkL7,59.384,17.8355,anonymous,EN,Yes,61003647d0809aa2668cd431,Neutral,Very important,Yes,Often,Yes,"Firewalls,Encryption,Two-factor authentication,Data backups,Anti-virus software,Employee training,Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,Most of the time,Biannually,A moderate amount,A moderate amount,A moderate amount,Neither adequate nor inadequate,Less frequently,4,3,1,2,5,Rarely,Accuracy,Maybe,I don't know,,,,,,Never,"No, I don't know where they are",Somewhat familiar,"Yes, they are somewhat effective",3,1,4,5,2,Yes,Yes,Often,Yes,I Don't Know,"Yes, willingly",Annually,,,,Yes,Neutral,Annually,"Yes, but only with my personal devices",Sometimes,Sometimes,No,Yes,No,Ignore,I don't know,Yes,I don't know,I don't know,I don't know,31,Sweden ,Male,Manufacturing,2024-11-25 00:00:00,IT & Engineering,1-3 years,1 - 3 years,61003647d0809aa2668cd431
65,2024-09-30 16:19:43,2024-09-30 16:28:33,IP Address,102.69.176.8,100,530,True,2024-09-30 16:28:34,R_279a4D2eU0OQ8T8,-33.91,18.4304,anonymous,EN,Yes,606c6e9f7e86c0264ab3d7d8,Knowledgeable,Very important,No,Often,Yes,"Firewalls,Two-factor authentication,Anti-virus software,Virtual Private Network (VPN)",,Somewhat unlikely,Never,Never,A lot,A lot,A moderate amount,Somewhat adequate,Weekly,3,1,2,4,5,Weekly,Accuracy,Maybe,No,,,,,,Never,"Yes, I know exactly where they are",Very familiar,"Yes, they are somewhat effective",2,5,4,1,3,No,,,,No,Only if mandatory,,,,,Not sure,Very confident,Every few months,"No, only private networks",Rarely,Never,No,No,No,Ignore,No,No,Never,No,No,32,South African,Male,Private Equity and Investment,2024-01-10 00:00:00,Other,5-10 years,5 - 10 years,606c6e9f7e86c0264ab3d7d8
66,2024-09-30 16:19:08,2024-09-30 16:28:34,IP Address,46.109.129.33,100,566,True,2024-09-30 16:28:35,R_80HOJxJVs27itpK,56.5128,21.0154,anonymous,EN,Yes,5715830e30185b0008b40630,Knowledgeable,Moderately important,Yes,Often,Not sure,"Firewalls,Two-factor authentication,Data backups,Anti-virus software,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Somewhat likely,Sometimes,I don't know,A moderate amount,A lot,A lot,Somewhat adequate,Monthly,4,1,2,3,5,Rarely,Ease of use,Maybe,I don't know,,,,,,Once a year,"Yes, but I'm not sure of the exact location",Somewhat familiar,"Yes, they are somewhat effective",5,3,1,4,2,Yes,Yes,Always,Not sure,I Don't Know,"Yes, willingly",Never,,,,Not sure,Somewhat confident,Every few months,"Yes, but only with my personal devices",Always,Rarely,No,Yes,Yes,Delete the message,I don't know,I don't know,I don't know,I don't know,Yes,39,Latvian,Male,Information Technology (IT),100+,Customer Service & Support,5-10 years,10 - 20 years,5715830e30185b0008b40630
67,2024-09-30 16:18:13,2024-09-30 16:28:35,IP Address,197.184.182.1,100,622,True,2024-09-30 16:28:36,R_8HnU3feP8GeeXuy,-26.2309,28.0583,anonymous,EN,Yes,61278ed955c9c0f27457ae1b,Knowledgeable,Extremely important,Yes,Often,Yes,"Firewalls,Encryption,Two-factor authentication,Data backups,Anti-virus software,Employee training,Virtual Private Network (VPN),Password Manager",,Extremely likely,Sometimes,Biannually,A lot,A great deal,A great deal,Somewhat adequate,Less frequently,5,3,4,2,1,Weekly,Accuracy,No,No,,,,,,Every 6 months,"Yes, I know exactly where they are",Not very familiar,"Yes, they are very effective",4,5,1,3,2,No,,,,Yes,,,Relevant,Significantly,Always,Yes,Somewhat confident,Only when forced,"No, only private networks",Often,Often,No,Yes,No,Delete the message,No,No,Never,No,No,28,African,Male,Private Equity and Investment,2024-01-10 00:00:00,Finance & Accounting,3-5 years,5 - 10 years,61278ed955c9c0f27457ae1b
68,2024-09-30 16:20:01,2024-09-30 16:28:37,IP Address,24.141.175.54,100,516,True,2024-09-30 16:28:38,R_70YCZH808uRo9Q5,43.4327,-79.8709,anonymous,EN,Yes,6642b23f44cfca730a034a43,Knowledgeable,Very important,Yes,Often,Yes,"Firewalls,Encryption,Data backups,Anti-virus software,Employee training,Virtual Private Network (VPN)",,Extremely likely,Sometimes,Annually,A little,A little,A little,Neither adequate nor inadequate,Less frequently,2,1,3,5,4,Weekly,Speed,Yes,Yes,A moderate amount,A moderate amount,A moderate amount,False negatives (i.e. phishing emails appearing in your inbox),Proven track record of reliability,Once a year,"Yes, but I'm not sure of the exact location",Not very familiar,"Yes, they are somewhat effective",1,5,4,2,3,Yes,Yes,Always,Yes,Yes,,Annually,Neutral,Moderately,Sometimes,No,Very confident,Only when forced,"Yes, with all my devices",Rarely,Sometimes,No,Yes,No,Delete the message,I don't know,Yes,I don't know,I don't know,I don't know,26,canadian,Male,Construction and Engineering,100+,IT & Engineering,3-5 years,More than 20 years,6642b23f44cfca730a034a43
69,2024-09-30 16:18:22,2024-09-30 16:28:39,IP Address,41.122.136.31,100,617,True,2024-09-30 16:28:40,R_8VNIJ7glq9EVBqp,-26.2309,28.0583,anonymous,EN,Yes,615ac7f75335e45f5539ed36,Very knowledgeable,Extremely important,Yes,Always,Yes,"Firewalls,Encryption,Two-factor authentication,Data backups,Anti-virus software,Employee training,Virtual Private Network (VPN),Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,Always,Quarterly,A great deal,A great deal,A great deal,Extremely adequate,Monthly,2,4,3,1,5,Weekly,Accuracy,Maybe,No,,,,,,Quarterly,"Yes, I know exactly where they are",Very familiar,"Yes, they are very effective",5,3,1,2,4,Yes,Yes,Always,Yes,Yes,,Quarterly,Very relevant,Significantly,Always,Yes,Very confident,Monthly,"No, only private networks",Always,Always,No,No,No,Delete the message,Yes,Yes,Every 6 months,Yes,Yes,30,South African ,Female,Telecommunications,100+,Other,1-3 years,5 - 10 years,615ac7f75335e45f5539ed36
70,2024-09-30 16:19:32,2024-09-30 16:28:42,IP Address,41.169.79.50,100,550,True,2024-09-30 16:28:43,R_2AQh67RSOdggu94,-26.2309,28.0583,anonymous,EN,Yes,5f6a064fecc7cb03c2b61542,Knowledgeable,Not at all important,No,Rarely,Yes,"Anti-virus software,Virtual Private Network (VPN),Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Neither likely nor unlikely,Sometimes,Annually,A moderate amount,A moderate amount,A moderate amount,Somewhat adequate,Less frequently,1,4,2,3,5,Rarely,Accuracy,Yes,No,,,,,,Once a year,"Yes, I know exactly where they are",Somewhat familiar,"No, they are not very effective",2,5,1,3,4,Yes,Yes,Always,Yes,Yes,,Annually,Not very relevant,Slightly,Rarely,No,Very confident,Annually,"Yes, but only with my personal devices",Rarely,Rarely,No,No,Yes,Ignore,I don't know,No,Never,I don't know,I don't know,31,South Africa,Male,Government and Public Sector,100+,Human Resources & Administration,5-10 years,10 - 20 years,5f6a064fecc7cb03c2b61542
71,2024-09-30 16:17:52,2024-09-30 16:28:43,IP Address,102.32.123.94,100,651,True,2024-09-30 16:28:43,R_27gPrThubiPUx4B,-25.8775,28.168,anonymous,EN,Yes,6165807b8ff762a9e038b561,Knowledgeable,Very important,Yes,Always,Yes,"Firewalls,Two-factor authentication,Data backups,Anti-virus software,Employee training,Virtual Private Network (VPN),Password Manager",,Extremely likely,Most of the time,Monthly,A lot,A great deal,A great deal,Somewhat adequate,Monthly,5,3,1,2,4,Monthly,Accuracy,Maybe,No,,,,,,Quarterly,"Yes, I know exactly where they are",Very familiar,"Yes, they are very effective",3,4,5,1,2,Yes,Yes,Always,Yes,Yes,,Annually,Relevant,Moderately,Always,Yes,Very confident,Monthly,"Yes, but only with my personal devices",Always,Always,Yes,Yes,Yes,Delete the message,I don't know,Yes,I don't know,Yes,I don't know,36,South African,Female,Finance and Banking,100+,Finance & Accounting,more than 10 years,More than 20 years,6165807b8ff762a9e038b561
72,2024-09-30 16:17:01,2024-09-30 16:28:50,IP Address,41.116.17.172,100,709,True,2024-09-30 16:28:50,R_8tf4mOIQ75PGHER,-26.2309,28.0583,anonymous,EN,Yes,66793f97418f09f7e4a0b656,Neutral,Extremely important,Yes,Always,Yes,Encryption,,Extremely likely,Always,I don't know,A great deal,A great deal,A great deal,Somewhat adequate,Monthly,1,2,3,4,5,Monthly,Speed,Yes,I don't know,,,,,,Monthly or more frequently,"Yes, I know exactly where they are",Very familiar,"Yes, they are very effective",1,2,3,4,5,Yes,Yes,Often,Yes,Yes,,Quarterly,Very relevant,Significantly,Always,Yes,Very confident,Monthly,"Yes, but only with my personal devices",Always,Rarely,No,Yes,No,Ignore,No,Yes,Actively and randomly all the time,I don't know,I don't know,30,south africa,Female,Consulting and Professional Services,100+,Human Resources & Administration,more than 10 years,5 - 10 years,66793f97418f09f7e4a0b656
73,2024-09-30 16:20:57,2024-09-30 16:28:59,IP Address,188.196.85.236,100,481,True,2024-09-30 16:28:59,R_2LFons5IIGP1aW7,46.5554,15.6465,anonymous,EN,Yes,60fd34d68de7efbcd7de57a0,Not very knowledgeable,Very important,Yes,Often,Yes,"Firewalls,Encryption,Data backups,Anti-virus software,Virtual Private Network (VPN)",,Somewhat unlikely,Sometimes,I don't know,A moderate amount,A moderate amount,A moderate amount,Neither adequate nor inadequate,I don't update or maintain them,5,3,4,1,2,Monthly,Accuracy,Maybe,Yes,A little,A moderate amount,A moderate amount,False positives (i.e. harmless emails being identified as suspicious and being blocked),Proven track record of reliability,Never,"Yes, but I'm not sure of the exact location",Somewhat familiar,"Yes, they are very effective",4,5,2,3,1,Yes,Yes,Often,Yes,No,Only if mandatory,Annually,,,,Yes,Somewhat confident,Annually,"Yes, but only with my personal devices",Never,Sometimes,No,No,No,"Click the link, and investigate the root of the problem to Report it to IT or a supervisor",I don't know,Yes,Once a year,I don't know,I don't know,23,Slovenian,Female,Information Technology (IT),51-100,Human Resources & Administration,3-5 years,5 - 10 years,60fd34d68de7efbcd7de57a0
74,2024-09-30 16:21:28,2024-09-30 16:29:04,IP Address,62.90.144.10,100,455,True,2024-09-30 16:29:05,R_4hrUWacwOl2lMI8,32.7919,35.5298,anonymous,EN,Yes,661d0519cc11725a3f0e16ab,Knowledgeable,Very important,Yes,Often,Yes,"Firewalls,Two-factor authentication,Data backups,Anti-virus software,Employee training,Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,Always,Monthly,A moderate amount,A lot,A great deal,Somewhat adequate,Monthly,4,1,2,3,5,Monthly,Accuracy,No,I don't know,,,,,,Every 6 months,"Yes, but I'm not sure of the exact location",Somewhat familiar,"Yes, they are very effective",3,4,5,1,2,Yes,Yes,Often,Yes,Yes,,Annually,Very relevant,Significantly,Moderately,Yes,Very confident,Every few months,"Yes, but only with my personal devices",Sometimes,Never,Yes,No,Yes,"Click the link, and investigate the root of the problem to Report it to IT or a supervisor",Yes,Yes,Once a year,I don't know,Yes,30,German,Female,Construction and Engineering,51-100,IT & Engineering,more than 10 years,More than 20 years,661d0519cc11725a3f0e16ab
75,2024-09-30 16:19:10,2024-09-30 16:29:05,IP Address,102.38.127.18,100,595,True,2024-09-30 16:29:05,R_2R2NNaboDfVQlFG,-26.1824,28.3164,anonymous,EN,Yes,60ce3582c299649c634dca1f,Very knowledgeable,Extremely important,Yes,Always,Yes,"Firewalls,Two-factor authentication,Data backups,Employee training,Password Manager,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Neither likely nor unlikely,Always,Annually,A little,,A great deal,Extremely adequate,Monthly,4,2,3,1,5,Monthly,Accuracy,Maybe,No,,,,,,Every 6 months,"Yes, I know exactly where they are",Very familiar,"Yes, they are very effective",3,1,4,2,5,Yes,Yes,Always,Yes,Yes,,Quarterly,Very relevant,Significantly,Always,Yes,Somewhat confident,Every few months,"No, only private networks",Always,Often,No,No,No,Ignore,No,Yes,Never,Yes,Yes,22,South African,Male,Information Technology (IT),2024-01-10 00:00:00,IT & Engineering,3-5 years,10 - 20 years,60ce3582c299649c634dca1f
76,2024-09-30 16:21:18,2024-09-30 16:29:05,IP Address,82.47.195.104,100,467,True,2024-09-30 16:29:06,R_8xxHhIkub2qEJ8i,56.421,-3.4766,anonymous,EN,Yes,60461bfeeac81b04cf62f7a6,Neutral,Moderately important,I don't know,Always,Yes,"Firewalls,Data backups,Anti-virus software,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,Sometimes,Biannually,A lot,A lot,A moderate amount,Somewhat adequate,I don't update or maintain them,2,3,5,1,4,Weekly,Accuracy,Yes,No,,,,,,Every 6 months,"Yes, but I'm not sure of the exact location",Neutral,"Yes, they are very effective",5,2,3,4,1,No,,,,No,"Yes, willingly",,,,,Yes,Very confident,Every few months,"No, only private networks",Always,Often,No,No,No,Delete the message,I don't know,No,Never,I don't know,Yes,63,british,Female,Hospitality,2024-11-25 00:00:00,Customer Service & Support,more than 10 years,3 - 5 years,60461bfeeac81b04cf62f7a6
77,2024-09-30 16:17:56,2024-09-30 16:29:06,IP Address,196.41.194.142,100,669,True,2024-09-30 16:29:06,R_2LGbuBZ2ibHLCLz,-26.1047,28.0742,anonymous,EN,Yes,60cd99f1d0df72833ad4346a,Not very knowledgeable,Slightly important,Yes,Often,Yes,"Two-factor authentication,Anti-virus software,Employee training,Secure Password (E.g: Pm8QjZF1Dcj2Dmx)",,Extremely likely,Sometimes,Annually,A little,A moderate amount,A moderate amount,Neither adequate nor inadequate,Less frequently,3,5,4,1,2,Rarely,Accuracy,Maybe,No,,,,,,Once a year,"Yes, I know exactly where they are",Very familiar,"Yes, they are somewhat effective",3,4,1,5,2,No,,,,No,Only if mandatory,,,,,Yes,Neutral,Only when forced,"Yes, but only with my personal devices",Often,Sometimes,No,No,No,"Click the link, and investigate the root of the problem to Report it to IT or a supervisor",I don't know,Yes,Once a year,Yes,Yes,22,South African,Female,Real Estate,51-100,Sales & Marketing,less than 1 year,3 - 5 years,60cd99f1d0df72833ad4346a
78,2024-09-30 16:20:58,2024-09-30 16:29:09,IP Address,94.62.63.35,100,490,True,2024-09-30 16:29:09,R_2eG9uI3eJ5Y1RTj,38.7584,-9.2495,anonymous,EN,Yes,6602a921fd7e51124e9df659,Knowledgeable,Very important,Yes,Always,Yes,"Encryption,Two-factor authentication,Data backups,Anti-virus software,Employee training,Password Manager",,Extremely likely,About half the time,I don't know,A lot,A lot,A moderate amount,Neither adequate nor inadequate,Less frequently,2,4,3,1,5,Monthly,Accuracy,Maybe,I don't know,,,,,,Every 6 months,"Yes, but I'm not sure of the exact location",Not very familiar,"Yes, they are somewhat effective",4,3,5,1,2,Yes,Yes,Often,Not sure,Yes,,Annually,Neutral,Moderately,Moderately,Yes,Somewhat confident,Only when forced,"Yes, but only with my personal devices",Always,Often,Yes,Yes,No,Delete the message,I don't know,Yes,I don't know,Yes,Yes,26,portuguese,Female,Legal Services,100+,Legal & Compliance,1-3 years,More than 20 years,6602a921fd7e51124e9df659
79,2024-09-30 16:17:57,2024-09-30 16:29:16,IP Address,41.242.164.25,100,679,True,2024-09-30 16:29:16,R_2irubagG2HyLpFW,-33.9672,25.5785,anonymous,EN,Yes,664b50c641af886936a71fac,Knowledgeable,Extremely important,Yes,Often,Yes,"Firewalls,Encryption,Two-factor authentication,Anti-virus software,Virtual Private Network (VPN),Password Manager",,Somewhat likely,Most of the time,Quarterly,A moderate amount,A moderate amount,A lot,Somewhat adequate,Monthly,3,1,4,2,5,Monthly,Accuracy,Yes,Yes,A lot,A moderate amount,A little,False positives (i.e. harmless emails being identified as suspicious and being blocked),Proven track record of reliability,Every 6 months,"Yes, but I'm not sure of the exact location",Somewhat familiar,"Yes, they are somewhat effective",2,4,3,1,5,Yes,Yes,Often,Yes,No,"Yes, willingly",Never,,,,Yes,Very confident,Only when forced,"Yes, but only with my personal devices",Always,Sometimes,Yes,No,No,Delete the message,I don't know,No,Actively and randomly all the time,Yes,Yes,26,South African,Female,Finance and Banking,51-100,Finance & Accounting,1-3 years,More than 20 years,664b50c641af886936a71fac
